;article_name;country;region;revision_id;article_quality;population
25159;Choi Kyu-hah;South Korean;;806462613.0;C;
25160;Won Sei-hoon;South Korean;;806511942.0;Stub;
25161;Won Yoo-chul;South Korean;;806512047.0;Stub;
25162;Kim Boo-kyum;South Korean;;806555857.0;Start;
25163;Baek Du-jin;South Korean;;806590508.0;Stub;
25164;List of members of the National Assembly (South Korea), 2016–present;South Korean;;806749773.0;Start;
25165;Park Chung-hee;South Korean;;806801805.0;C;
25166;Chun Doo-hwan;South Korean;;806846283.0;C;
25167;Roh Moo-hyun;South Korean;;806852494.0;B;
25168;Lee Jung-hee;South Korean;;807021657.0;Start;
25169;Song Yo-chan;South Korean;;807029190.0;Stub;
25170;Kitack Lim;South Korean;;807057020.0;Start;
25171;Park Geun-hye;South Korean;;807060237.0;B;
25172;Do Jong-hwan;South Korean;;807122658.0;C;
25173;Assassination of Park Chung-hee;South Korean;;807142261.0;C;
25174;Geum Min;South Korean;;807404528.0;Stub;
25175;Nam Duck-woo;South Korean;;807423123.0;Stub;
33100;Toluono Feti;Samoan;;671515606.0;Stub;
33101;James Ah Koy;Samoan;;704919844.0;B;
33102;Va'aelua Eti Alesana;Samoan;;705218371.0;Start;
33103;Misa Telefoni Retzlaff;Samoan;;706207837.0;Start;
33104;Luagalau Levaula Kamu;Samoan;;706804758.0;Stub;
33105;Leafa Vitale;Samoan;;706837234.0;Stub;
33106;Niko Lee Hang;Samoan;;707525246.0;Stub;
33107;Tuu'u Anasi'i Leota;Samoan;;707525315.0;Stub;
33108;Tuiloma Pule Lameko;Samoan;;707750982.0;Stub;
33109;Laauli Leuatea Polataivao;Samoan;;714244543.0;Stub;
33110;To’alepaiali’i Toeolesulusulu Salesa III;Samoan;;717442173.0;Stub;
33111;Namulau’ulu Vavae Tuilagi;Samoan;;718995854.0;Stub;
33112;Lefau Harry Schuster;Samoan;;719691980.0;Stub;
33113;Tuitama Talalelei Tuitama;Samoan;;723152770.0;Stub;
33114;Le Mamea Matatumua Ata;Samoan;;726724077.0;Stub;
33115;Tole’afoa Solomona To’ailoa;Samoan;;726724455.0;Stub;
33116;Lealailepule Rimoni Aiafi;Samoan;;738999542.0;Start;
33117;Va'ai Papu Vailupe;Samoan;;739170575.0;Start;
33118;Palusalue Fa’apo II;Samoan;;739170586.0;Start;
33119;Tolofuaivalelei Falemoe Lei’ataua;Samoan;;739170620.0;Start;
33120;A'eau Peniamina;Samoan;;739170646.0;Start;
33121;Patu Ativalu;Samoan;;739170663.0;Stub;
33122;Sua Sulu'ape Paulo II;Samoan;;740773350.0;C;
33123;Asiata Sale'imoa Va'ai;Samoan;;745204530.0;Stub;
33124;Aiono Nonumalo Sofara;Samoan;;748298776.0;Stub;
33125;Mata'afa Faumuina Fiame Mulinu'u I;Samoan;;748384437.0;Start;
33126;Fiame Mata'afa Faumuina Mulinu'u II;Samoan;;748477510.0;C;
33127;Matatumua Maimoana;Samoan;;757107378.0;Start;
33128;Laulu Fetauimalemau Mata'afa;Samoan;;757107952.0;C;
33129;Fiame Naomi Mata'afa;Samoan;;757562316.0;Start;
33130;Safuneitu'uga Pa'aga Neri;Samoan;;757616961.0;Stub;
33131;Gatoloaifaana Amataga Alesana-Gidlow;Samoan;;758953501.0;Stub;
33132;Tuala Ainiu Iusitino;Samoan;;762572848.0;Stub;
33133;Paul Alan Cox;Samoan;;767363297.0;C;
33134;Tuala Falenaoti Tiresa Malietoa;Samoan;;771267864.0;Stub;
33135;Toi Aukuso Cain;Samoan;;771651038.0;Stub;
33136;Muagututagata Peter Ah Him;Samoan;;780759402.0;Stub;
33137;Sua Rimoni Ah Chong;Samoan;;782134923.0;Start;
33138;Luamanuvao Winnie Laban;Samoan;;782465136.0;Start;
33139;Order of Merit of Samoa;Samoan;;782768517.0;Stub;
33140;Sapa'u Ruperake Petaia;Samoan;;783679600.0;Stub;
33141;Le Mamea Ropati;Samoan;;784413731.0;Start;
33142;Tui Manuʻa Elisala;Samoan;;785553682.0;Start;
33143;Mata'afa;Samoan;;786776338.0;Start;
33144;Polataivao Fosi;Samoan;;787519332.0;C;
33145;Tony Tuimavave;Samoan;;788649434.0;Start;
33146;Tuimaleali'ifano;Samoan;;791884820.0;Stub;
33147;Dave Solomon (rugby);Samoan;;793129536.0;Start;
33148;Va'ai Kolone;Samoan;;793294077.0;Start;
33149;Tamaseu Leni Warren;Samoan;;793926721.0;Stub;
33150;Mata'afa Iosefo;Samoan;;794202189.0;Start;
33151;Ale Vena Ale;Samoan;;796309750.0;Stub;
33152;Keneti Sio;Samoan;;796377891.0;Stub;
33153;Prime Minister of Samoa;Samoan;;797760961.0;C;
33154;Tupua Tamasese Lealofi IV;Samoan;;798166885.0;Stub;
33155;Tofilau Eti Alesana;Samoan;;798166951.0;Start;
33156;Aiono Fanaafi Le Tagaloa;Samoan;;798494387.0;Start;
33157;Le Tagaloa Pita;Samoan;;798807561.0;Start;
33158;Aveau Niko Palamo;Samoan;;801057378.0;Stub;
33159;Mark Gosche;Samoan;;801142102.0;C;
33160;Lauaki Namulauulu Mamoe;Samoan;;801175876.0;C;
33161;Tufuga Efi;Samoan;;801182300.0;C;
33162;Salamasina;Samoan;;801186581.0;Start;
33163;Tupua Tamasese Meaʻole;Samoan;;801213484.0;Stub;
33164;Emma Kruse Va'ai;Samoan;;801564093.0;Start;
33165;Tuilaepa Aiono Sailele Malielegaoi;Samoan;;801570141.0;C;
33166;Tupua Tamasese;Samoan;;801746626.0;Stub;
33167;Tupua Tamasese Lealofi III;Samoan;;801944573.0;Start;
33168;Olaf Frederick Nelson;Samoan;;802011301.0;Start;
33169;Va'aletoa Sualauvi II;Samoan;;802218035.0;Start;
33170;Faumuina Tiatia Liuga;Samoan;;802850235.0;Start;
33171;Malietoa Tanumafili II;Samoan;;804303257.0;C;
33172;Fuimaono Naoia Tei;Samoan;;804379271.0;Stub;
33173;Fuiono Senio;Samoan;;804379277.0;Stub;
33174;O le Ao o le Malo;Samoan;;806055721.0;GA;
33175;William Sio;Samoan;;807177019.0;C;
35217;Speaker of the Legislative Assembly of Montserrat;Montserratian;;674919905.0;Stub;
35218;Peter Waterworth;Montserratian;;712713704.0;Stub;
35219;Christopher J. Turner;Montserratian;;719256142.0;Start;
35220;Howard Fergus;Montserratian;;725980651.0;Start;
35221;Ashley Greenwood;Montserratian;;737169369.0;Start;
35222;Teresina Bodkin;Montserratian;;757086597.0;Stub;
35223;Shirley Osborne;Montserratian;;757086621.0;Stub;
35224;Adrian Davis (governor);Montserratian;;762009545.0;Stub;
35225;David G. P. Taylor;Montserratian;;768679602.0;Start;
35226;Sarita Francis;Montserratian;;770131970.0;Start;
35227;David Brandt (politician);Montserratian;;771351774.0;Stub;
35228;Bertrand Osborne;Montserratian;;771351955.0;Stub;
35229;Percival Austin Bramble;Montserratian;;771352057.0;Stub;
35230;Winston Pond;Montserratian;;781452925.0;Stub;
35231;Mary Rose Tuitt;Montserratian;;783821985.0;Start;
35232;Tony Longrigg;Montserratian;;784856577.0;Stub;
35233;Deborah Barnes-Jones;Montserratian;;784875662.0;Start;
35234;William Henry Bramble;Montserratian;;788976365.0;C;
35235;John Kemys Spencer-Churchill;Montserratian;;789918293.0;Stub;
35236;Reuben Meade;Montserratian;;790614135.0;Start;
35237;Wilfred Bennett Davidson-Houston;Montserratian;;791981452.0;Start;
35238;Elizabeth Carriere;Montserratian;;793896767.0;Stub;
35239;Government House, Montserrat;Montserratian;;798265888.0;Start;
35240;Donaldson Romeo;Montserratian;;799317293.0;Start;
35241;Premier of Montserrat;Montserratian;;801175821.0;Start;
35242;Governor of Montserrat;Montserratian;;806415676.0;Start;
35243;Tony Abbott (governor);Montserratian;;806730593.0;Stub;
36313;Chairman of the Island Council (Pitcairn);Pitcairn Islands;;680532939.0;Stub;
36314;Edgar Allen Christian;Pitcairn Islands;;715823848.0;Stub;
36315;Frederick Martin Christian;Pitcairn Islands;;715823876.0;Stub;
36316;John Lorenzo Christian;Pitcairn Islands;;715823908.0;Stub;
36317;Benjamin Stanley Young;Pitcairn Islands;;717259837.0;Stub;
36318;Edward Quintal;Pitcairn Islands;;717338734.0;Stub;
36319;Arthur Quintal I;Pitcairn Islands;;717340951.0;Stub;
36320;Fletcher Christian II;Pitcairn Islands;;717340996.0;Stub;
36321;Moses Young;Pitcairn Islands;;717341064.0;Stub;
36322;Matthew McCoy (Magistrate);Pitcairn Islands;;717345596.0;Stub;
36323;Arthur Quintal II;Pitcairn Islands;;717346443.0;Stub;
36324;Charles Christian II;Pitcairn Islands;;717350782.0;Stub;
36325;Norris Henry Young;Pitcairn Islands;;717867039.0;Stub;
36326;Arthur Galsworthy;Pitcairn Islands;;719706841.0;Stub;
36327;Jonathan Sinclair;Pitcairn Islands;;731458576.0;Stub;
36328;Simon Young (magistrate);Pitcairn Islands;;748179514.0;Stub;
36329;Brian Young (magistrate);Pitcairn Islands;;749046736.0;Stub;
36330;Joshua Hill (Pitcairn Island leader);Pitcairn Islands;;751464749.0;Stub;
36331;George Fergusson (diplomat);Pitcairn Islands;;754790610.0;C;
36332;James Russell McCoy;Pitcairn Islands;;754935959.0;Start;
36333;Matthew Edmond McCoy;Pitcairn Islands;;754935982.0;Stub;
36334;Richard Fell;Pitcairn Islands;;764601118.0;Start;
36335;William Alfred Young;Pitcairn Islands;;779056744.0;Stub;
36336;Governor of Pitcairn;Pitcairn Islands;;782764117.0;Start;
36337;Martin Williams (diplomat);Pitcairn Islands;;783746509.0;Stub;
36338;David Aubrey Scott;Pitcairn Islands;;785508390.0;Start;
36339;Harold Smedley;Pitcairn Islands;;788318957.0;Start;
36340;List of high commissioners of the United Kingdom to New Zealand;Pitcairn Islands;;790881651.0;Start;
36341;Betty Christian;Pitcairn Islands;;791265995.0;Start;
36342;Meralda Warren;Pitcairn Islands;;794905581.0;C;
36343;Victoria Treadell;Pitcairn Islands;;795649021.0;Start;
36344;Charles Richard Parkin Christian;Pitcairn Islands;;796203049.0;Stub;
36345;Warren Clive Christian;Pitcairn Islands;;796203180.0;Stub;
36346;Jay Warren;Pitcairn Islands;;796203252.0;Start;
36347;Robert Alston;Pitcairn Islands;;796592041.0;Stub;
36348;Butterworth Stavely;Pitcairn Islands;;797221428.0;Start;
36349;Gerard Bromley Robert Christian;Pitcairn Islands;;799551777.0;Stub;
36350;Ivan Christian;Pitcairn Islands;;799551778.0;Stub;
36351;Pervis Ferris Young;Pitcairn Islands;;799551779.0;Stub;
36352;Thursday October Christian II;Pitcairn Islands;;799551780.0;Start;
36353;Brenda Christian;Pitcairn Islands;;799551784.0;Start;
36354;Shawn Christian (mayor);Pitcairn Islands;;800137512.0;Start;
36355;List of rulers of the Pitcairn Islands;Pitcairn Islands;;801175970.0;Start;
39124;Earl Asim Martin;Saint Kitts and Nevis;;687127320.0;Stub;
39125;Paul Southwell;Saint Kitts and Nevis;;703666654.0;Start;
39126;Lee Moore (politician);Saint Kitts and Nevis;;709078753.0;Stub;
39127;Joseph Parry (politician);Saint Kitts and Nevis;;709078817.0;Start;
39128;Robert James Dugu Gordon;Saint Kitts and Nevis;;710428915.0;Stub;
39129;Sam Condor;Saint Kitts and Nevis;;720360218.0;Stub;
39130;Joseph Nathaniel France;Saint Kitts and Nevis;;720572188.0;Stub;
39131;Shawn Richards;Saint Kitts and Nevis;;723892438.0;Start;
39132;Patrice Nisbett;Saint Kitts and Nevis;;737165159.0;Stub;
39133;Premier of Nevis;Saint Kitts and Nevis;;757950077.0;Stub;
39134;Vance Amory;Saint Kitts and Nevis;;774778329.0;C;
39135;Edmund Wickham Lawrence (Governor-General);Saint Kitts and Nevis;;778464259.0;Start;
39136;Ada Mae Edwards;Saint Kitts and Nevis;;779378782.0;Start;
39137;Constance V. Mitcham;Saint Kitts and Nevis;;779379168.0;Start;
39138;Marcella Liburd;Saint Kitts and Nevis;;783358108.0;Start;
39139;Mark Brantley;Saint Kitts and Nevis;;784208810.0;Start;
39140;Attorney General of Saint Kitts and Nevis;Saint Kitts and Nevis;;787971501.0;Start;
39141;Clement Arrindell;Saint Kitts and Nevis;;788231533.0;Start;
39142;Tapley Seaton;Saint Kitts and Nevis;;792406694.0;Start;
39143;Konris Maynard;Saint Kitts and Nevis;;794794927.0;Stub;
39144;Robert Llewellyn Bradshaw;Saint Kitts and Nevis;;796076948.0;C;
39145;Simeon Daniel;Saint Kitts and Nevis;;797053483.0;Start;
39146;List of Prime Ministers of Saint Kitts and Nevis;Saint Kitts and Nevis;;797760842.0;Start;
39147;Kennedy Simmonds;Saint Kitts and Nevis;;798766032.0;Stub;
39148;Timothy Harris;Saint Kitts and Nevis;;799339256.0;Start;
39149;Ouboutou Tegremante;Saint Kitts and Nevis;;799930780.0;Stub;
39150;Eustace John;Saint Kitts and Nevis;;802273418.0;Stub;
39151;Denzil Douglas;Saint Kitts and Nevis;;804081241.0;Start;
39152;Governor-General of Saint Kitts and Nevis;Saint Kitts and Nevis;;804862608.0;Start;
39153;Cuthbert Sebastian;Saint Kitts and Nevis;;804942241.0;Start;
40234;List of mayors of Radoviš;Macedonia;;690088836.0;Stub;
40235;Trifun Kostovski;Macedonia;;711339559.0;Start;
40236;Dimitar Dimitrov (writer);Macedonia;;714327408.0;Start;
40237;Jagnula Kunovska;Macedonia;;715648720.0;Start;
40238;Stevo Pendarovski;Macedonia;;717927538.0;Start;
40239;Gordan Georgiev;Macedonia;;724075817.0;Stub;
40240;Slobodan Čašule;Macedonia;;724421215.0;Stub;
40241;Spiro Ristovski;Macedonia;;724502588.0;Stub;
40242;Valon Saracini;Macedonia;;725551017.0;Start;
40243;Mile Zechevikj;Macedonia;;725560890.0;Stub;
40244;Nikola Spasovski;Macedonia;;725570133.0;Stub;
40245;Vančo Šontevski;Macedonia;;725570918.0;Stub;
40246;Risto Gjorgjiev;Macedonia;;725570977.0;Stub;
40247;Vlado Misajlovski;Macedonia;;725577168.0;Stub;
40248;Ksente Bogoev;Macedonia;;728545577.0;Stub;
40249;Ferdinand Odžakov;Macedonia;;736545789.0;Stub;
40250;Slobodan Bogoevski;Macedonia;;738375479.0;Stub;
40251;Ministry of Environment and Physical Planning;Macedonia;;738431228.0;Stub;
40252;Vangel Ajanovski-Oče;Macedonia;;751054819.0;Stub;
40253;Emil Kirjas;Macedonia;;756341426.0;Stub;
40254;Abdylaqim Ademi;Macedonia;;762110004.0;Stub;
40255;Dobri Veličkovski;Macedonia;;763061803.0;Stub;
40256;Stanko Mladenovski;Macedonia;;764411930.0;Stub;
40257;Siljan Avramovski;Macedonia;;765551331.0;Start;
40258;Goran Mitevski;Macedonia;;771736771.0;Stub;
40259;Stevčo Jakimovski;Macedonia;;774773036.0;Stub;
40260;Mile Janakieski;Macedonia;;774773200.0;Stub;
40261;Ilija Dimovski;Macedonia;;779048199.0;Stub;
40262;Todor Petrov;Macedonia;;780424320.0;C;
40263;Metodija Andonov-Čento;Macedonia;;781819701.0;Start;
40264;Vera Aceva;Macedonia;;783955998.0;Start;
40265;Dragan Bogdanovski;Macedonia;;784214010.0;Stub;
40266;Ljupco Andonovski;Macedonia;;786138077.0;Stub;
40267;Abdilaqim Ademi;Macedonia;;787391041.0;Start;
40268;Timco Mucunski;Macedonia;;787914897.0;Start;
40269;Gabriela Konevska-Trajkovska;Macedonia;;787991725.0;Stub;
40270;Ilinka Mitreva;Macedonia;;787991780.0;Stub;
40271;Igor Džundev;Macedonia;;788000145.0;Stub;
40272;Ljube Boškoski;Macedonia;;788026057.0;C;
40273;Zoran Veruševski;Macedonia;;788727080.0;Stub;
40274;Andrej Žernovski;Macedonia;;789073582.0;Start;
40275;Mincho Jordanov;Macedonia;;790065914.0;Stub;
40276;Gordana Jankuloska;Macedonia;;790422718.0;Stub;
40277;Sašo Mijalkov;Macedonia;;790441999.0;Start;
40278;Maksim Dimitrievski;Macedonia;;791059536.0;Stub;
40279;Bojan Bojanovski;Macedonia;;791879937.0;Stub;
40280;Boris Trajkovski;Macedonia;;791970429.0;C;
40281;Mirvan Xhemaili;Macedonia;;791991542.0;Start;
40282;Branko Crvenkovski;Macedonia;;792146742.0;Start;
40283;Bujar Osmani;Macedonia;;792571494.0;Stub;
40284;Zoran Stavreski;Macedonia;;795362031.0;Stub;
40285;Adnan Jashari;Macedonia;;797194590.0;Start;
40286;Radmila Šekerinska;Macedonia;;797194679.0;Start;
40287;Džordže Arsov;Macedonia;;800739330.0;Start;
40288;Savo Klimovski;Macedonia;;801846630.0;Stub;
40289;Alajdin Demiri;Macedonia;;803102189.0;Stub;
40290;President of Macedonia;Macedonia;;804647547.0;C;
40291;Kiro Gligorov;Macedonia;;804752356.0;C;
40292;Mayor of the City of Skopje;Macedonia;;805813045.0;C;
40293;Gjorge Ivanov;Macedonia;;805874186.0;GA;
40294;Josif Mihajlović Jurukovski;Macedonia;;806155912.0;Start;
40295;Zoran Jolevski;Macedonia;;806217021.0;C;
40296;Zoran Zaev;Macedonia;;806504184.0;C;
40297;Teuta Arifi;Macedonia;;806835501.0;Start;
40298;Koce Trajanovski;Macedonia;;807092813.0;Start;
40531;Zaur Avidzba;Abkhazia;;694519009.0;Start;
40532;Zaur Ardzinba;Abkhazia;;704938340.0;Start;
40533;Zurab Achba;Abkhazia;;721094337.0;Stub;
40534;Shota Shamatava;Abkhazia;;723736482.0;Stub;
40535;Sumbat Saakian;Abkhazia;;755193428.0;Stub;
40536;Zakan Jugelia;Abkhazia;;786203824.0;Start;
40537;Raul Eshba;Abkhazia;;789039267.0;Stub;
40538;Bagrat Shinkuba;Abkhazia;;789818648.0;Start;
40539;Samson Chanba;Abkhazia;;789818730.0;Start;
40540;Efrem Eshba;Abkhazia;;798644673.0;Stub;
40541;Garri Aiba;Abkhazia;;799618550.0;Start;
40542;Zhiuli Shartava;Abkhazia;;802029007.0;Start;
40543;Yuri Voronov;Abkhazia;;803018106.0;Stub;
40544;Gennadi Berulava;Abkhazia;;805063877.0;Stub;
40545;Guram Gabiskiria;Abkhazia;;805775169.0;Start;
40546;Nestor Lakoba;Abkhazia;;805967589.0;C;
43123;Young Vivian;Niuean;;703037968.0;Start;
43124;Robert Rex;Niuean;;763768679.0;Start;
43125;Atapana Siakimotu;Niuean;;766068997.0;Stub;
43126;Ahohiva Levi;Niuean;;766068998.0;Stub;
43127;Bill Vakaafi Motufoou;Niuean;;766069253.0;Stub;
43128;Pokotoa Sipeli;Niuean;;766069256.0;Stub;
43129;Terry Coe;Niuean;;766069372.0;Stub;
43130;Togiavalu Pihigia;Niuean;;766069407.0;Stub;
43131;Hima Douglas;Niuean;;766069520.0;Stub;
43132;Dalton Tagelagi;Niuean;;766069576.0;Stub;
43133;Michael Jackson (journalist);Niuean;;770018880.0;Start;
43134;Enetama Lipitoa;Niuean;;771152922.0;Stub;
43135;Sani Lakatani;Niuean;;775947817.0;Stub;
43136;O'Love Jacobsen;Niuean;;779369629.0;C;
43137;Sisilia Talagi;Niuean;;779369671.0;Stub;
43138;Salilo Tongia;Niuean;;779369724.0;Stub;
43139;Va'aiga Tukuitonga;Niuean;;779369750.0;Stub;
43140;Togia Sioneholo;Niuean;;796747380.0;Stub;
43141;Premier of Niue;Niuean;;797757076.0;Start;
43142;Toke Talagi;Niuean;;803392432.0;C;
43143;Frank Lui;Niuean;;804027488.0;Start;
43144;Joan Viliamu;Niuean;;806666816.0;Stub;
43292;Noel Ahipeaud;Ivorian;;703133769.0;Stub;
43293;Tuo Fozié;Ivorian;;708711840.0;Start;
43294;Léon Emmanuel Monnet;Ivorian;;710585105.0;Stub;
43295;Pierre Djédji Amondji;Ivorian;;713176326.0;Stub;
43296;Diabete Aboubacar Siriki;Ivorian;;713381693.0;;
43297;Auguste Denise;Ivorian;;714183793.0;Stub;
43298;Philippe Yacé;Ivorian;;714200423.0;Stub;
43299;Jean-Baptiste Mockey;Ivorian;;714822110.0;Stub;
43300;Séry Bailly;Ivorian;;725560428.0;Start;
43301;Laurent Akoun;Ivorian;;729142061.0;Stub;
43302;Daniel Aka Ahizi;Ivorian;;733596387.0;Stub;
43303;Bamba Mamadou;Ivorian;;735408389.0;Stub;
43304;Simeon Aké;Ivorian;;743428650.0;Start;
43305;Martial Joseph Ahipeaud;Ivorian;;744522699.0;Stub;
43306;Innocent Anaky;Ivorian;;744920472.0;Start;
43307;First Lady of Ivory Coast;Ivorian;;749766207.0;Stub;
43308;Queen Pokou;Ivorian;;750972336.0;Start;
43309;Émile Boga Doudou;Ivorian;;755479236.0;C;
43310;Adrien Jules Jean Bonhoure;Ivorian;;756060260.0;Stub;
43311;Seydou Diarra;Ivorian;;760303900.0;Start;
43312;Gilbert Aké;Ivorian;;760304267.0;Stub;
43313;Jeannot Ahoussou-Kouadio;Ivorian;;760393381.0;Start;
43314;Henri Konan Bédié;Ivorian;;764345360.0;B;
43315;Affoussiata Bamba-Lamine;Ivorian;;766524815.0;Start;
43316;Lambert Amon Tanoh;Ivorian;;767265950.0;Stub;
43317;Jean-Louis Billon;Ivorian;;768302622.0;Start;
43318;Robert Beugré Mambé;Ivorian;;769591168.0;Stub;
43319;Abdourahmane Cissé;Ivorian;;770710515.0;C;
43320;Vice-President of Ivory Coast;Ivorian;;774756970.0;Start;
43321;Jean Konan Banny;Ivorian;;776348888.0;Start;
43322;Jacqueline Oble;Ivorian;;779741800.0;C;
43323;Ernest Boka;Ivorian;;784395089.0;Stub;
43324;François Amichia;Ivorian;;787310676.0;Stub;
43325;Aboubakar Diaby Ouattara;Ivorian;;787437447.0;Stub;
43326;Youssouf Bakayoko;Ivorian;;788065543.0;Stub;
43327;Chantal Compaoré;Ivorian;;788330706.0;GA;
43328;Désiré Tagro;Ivorian;;788421683.0;Start;
43329;Mamadou Koulibaly;Ivorian;;788462808.0;C;
43330;Pascal Affi N'Guessan;Ivorian;;788498433.0;C;
43331;Étienne Djaument;Ivorian;;788825623.0;Stub;
43332;Victor Biaka Boda;Ivorian;;788825785.0;Stub;
43333;Loubo Augustin Djessou;Ivorian;;788827789.0;Stub;
43334;Aké Loba;Ivorian;;789476691.0;Stub;
43335;Aya Virginie Toure;Ivorian;;790279945.0;C;
43336;Bernard Zadi Zaourou;Ivorian;;791177695.0;Stub;
43337;Charles Konan Banny;Ivorian;;793682835.0;Start;
43338;Christine Adjobi;Ivorian;;794194775.0;Stub;
43339;Charles Blé Goudé;Ivorian;;797168824.0;C;
43340;Sékou Sanogo;Ivorian;;797736207.0;Stub;
43341;Paul Antoine Bohoun Bouabré;Ivorian;;797737768.0;Start;
43342;Léon Konan Koffi;Ivorian;;799061508.0;Stub;
43343;Paul Yao N'Dré;Ivorian;;799484902.0;C;
43344;Daniel Kablan Duncan;Ivorian;;799873303.0;Start;
43345;Augustin Thiam;Ivorian;;800116906.0;Start;
43346;Simone Gbagbo;Ivorian;;800169882.0;C;
43347;Henriette Diabaté;Ivorian;;800750399.0;Start;
43348;Félix Houphouët-Boigny;Ivorian;;801282263.0;B;
43349;List of heads of government of Ivory Coast;Ivorian;;802048749.0;Start;
43350;Michel Amani N'Guessan;Ivorian;;802374350.0;Stub;
43351;Jeanne Gervais;Ivorian;;802893546.0;Stub;
43352;Gladys Anoma;Ivorian;;802893568.0;Stub;
43353;Bernard Binlin Dadié;Ivorian;;802904214.0;;
43354;Robert Guéï;Ivorian;;803820918.0;Start;
43355;List of heads of state of Ivory Coast;Ivorian;;803821448.0;Start;
43356;Francis Wodié;Ivorian;;803941004.0;C;
43357;List of vice-presidents of Ivory Coast;Ivorian;;804108433.0;Stub;
43358;Amadou Gon Coulibaly;Ivorian;;805044583.0;Start;
43359;Alassane Ouattara;Ivorian;;806218350.0;B;
43360;Hortense Aka-Anghui;Ivorian;;806287770.0;Start;
43361;Dagobert Banzio;Ivorian;;806421729.0;Start;
43362;Guillaume Soro;Ivorian;;806973935.0;C;
43363;Laurent Gbagbo;Ivorian;;807159456.0;C;
43364;Patrick Achi;Ivorian;;807296683.0;Stub;
43447;Simon Jenko;Carniolan;;703436823.0;Start;
43448;Ivan Hribar;Carniolan;;713766077.0;C;
43449;Gregor Žerjav;Carniolan;;716507073.0;Start;
43450;Karel Dežman;Carniolan;;716574519.0;C;
43451;Josip Vilfan;Carniolan;;717350390.0;B;
43452;Luka Svetec;Carniolan;;717669055.0;Start;
43453;Janez Evangelist Krek;Carniolan;;726434981.0;Start;
43454;Etbin Henrik Costa;Carniolan;;729435354.0;Start;
43455;Mihael Preiss;Carniolan;;738955897.0;Stub;
43456;Karel Lavrič;Carniolan;;741794691.0;C;
43457;Lovro Toman;Carniolan;;744636212.0;Start;
43458;Bogumil Vošnjak;Carniolan;;747945423.0;Start;
43459;Fran Levstik;Carniolan;;755713654.0;Start;
43460;Ivan Tavčar;Carniolan;;769425247.0;C;
43461;Josip Jurčič;Carniolan;;777587526.0;Stub;
43462;Josip Vošnjak;Carniolan;;777588436.0;Start;
43463;Janez Bleiweis;Carniolan;;780281974.0;Start;
43464;Andrej Einspieler;Carniolan;;789072979.0;Start;
43465;Ivan Lorković;Carniolan;;789263095.0;Start;
43466;Janko Kersnik;Carniolan;;789273199.0;Start;
43467;Ivan Šusteršič;Carniolan;;789681987.0;Start;
43468;Philipp von Cobenzl;Carniolan;;790213148.0;Start;
43602;Petrus Compton;Saint Lucian;;703819839.0;Stub;
43603;Harold Dalson;Saint Lucian;;709912281.0;Stub;
43604;Keith Mondesir;Saint Lucian;;709912316.0;C;
43605;Rufus Bousquet;Saint Lucian;;709914459.0;Start;
43606;Len Ishmael;Saint Lucian;;716376965.0;Stub;
43607;Dominic Fedee;Saint Lucian;;725910626.0;Stub;
43608;Philip Pierre;Saint Lucian;;726374537.0;Stub;
43609;Hunter J. Francois;Saint Lucian;;730756593.0;Stub;
43610;Vincent Floissac;Saint Lucian;;736890123.0;Start;
43611;George Odlum;Saint Lucian;;736890129.0;GA;
43612;Ezechiel Joseph;Saint Lucian;;757044849.0;Stub;
43613;Menissa Rambally;Saint Lucian;;757615710.0;Start;
43614;Damian Greaves;Saint Lucian;;760443772.0;Stub;
43615;Richard Frederick;Saint Lucian;;770812205.0;Start;
43616;Oliver Plunkett (judge);Saint Lucian;;770813700.0;Stub;
43617;Gale Rigobert;Saint Lucian;;770814043.0;Stub;
43618;Heraldine Rock;Saint Lucian;;773251387.0;Start;
43619;Peter Josie;Saint Lucian;;775241473.0;Start;
43620;Jeannine Compton-Antoine;Saint Lucian;;776374386.0;Stub;
43621;Lenard Montoute;Saint Lucian;;780250934.0;Start;
43622;Louis George (politician);Saint Lucian;;782356881.0;Stub;
43623;Mario Michel;Saint Lucian;;783539672.0;Start;
43624;Marie Grace Augustin;Saint Lucian;;785101569.0;C;
43625;Alvina Reynolds;Saint Lucian;;788727127.0;Stub;
43626;Arsene James;Saint Lucian;;789789654.0;Stub;
43627;Sarah Flood-Beaubrun;Saint Lucian;;790422420.0;Start;
43628;List of Prime Ministers of Saint Lucia;Saint Lucian;;797760898.0;Start;
43629;Allan Louisy;Saint Lucian;;797914672.0;Start;
43630;Allen Montgomery Lewis;Saint Lucian;;797914793.0;Start;
43631;Boswell Williams;Saint Lucian;;797970479.0;Stub;
43632;George Charles;Saint Lucian;;798164824.0;Start;
43633;George Mallet;Saint Lucian;;798165675.0;Start;
43634;Julian Hunte;Saint Lucian;;798468800.0;Start;
43635;Morella Joseph;Saint Lucian;;799034545.0;Stub;
43636;Pearlette Louisy;Saint Lucian;;799842307.0;C;
43637;Stanislaus A. James;Saint Lucian;;800680583.0;Start;
43638;Stephenson King;Saint Lucian;;800696547.0;C;
43639;Edmund Estephane;Saint Lucian;;801070713.0;Stub;
43640;Vaughan Lewis;Saint Lucian;;801096569.0;Start;
43641;Winston Cenac;Saint Lucian;;801276622.0;Stub;
43642;Emma Hippolyte;Saint Lucian;;801563305.0;Stub;
